News ID	topic_name
N27716	
N2136	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N48060	jaguars, jacksonville jaguars, jacksonville, minshew, foles, nick foles, jaguars vs, jags, marrone, ramsey
N46603	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N280	earthquake, magnitude, quake, earthquakes, magnitude earthquake, area, geological survey, bay area, geological, miles
N27582	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N6942	
N15867	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N62524	
N4160	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
N49993	michigan, state, penn, penn state, football, michigan state, minnesota, big ten, wolverines, gophers
N34769	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N5825	
N39265	
N26591	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N41321	
N35600	steelers, pittsburgh steelers, browns, pittsburgh, week, rams, cleveland, steelers vs, vs, vs browns
N62310	
N38980	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N27814	football, college football, college, school football, week, high school, playoff, high, school, playoffs
N46821	deer, hunters, cows, hunting, cow, michigan, hunting season, hunts, moose, gus
N11388	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N39155	
N56904	
N62484	
N38597	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N23716	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N37744	michigan, state, penn, penn state, football, michigan state, minnesota, big ten, wolverines, gophers
N21670	
N62341	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N22227	
N465	
N23972	hockey, canada, leafs, cherry, maple leafs, blackhawks, goals, toronto, maple, nhl
N34992	
N169	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N60265	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N37817	
N22607	steelers, pittsburgh steelers, browns, pittsburgh, week, rams, cleveland, steelers vs, vs, vs browns
N4881	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
N24862	supreme, daca, supreme court, court, immigrants, program, arguments, deportation, arrivals, action childhood
N3233	
N50084	
N62723	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N43650	
N62636	
N36233	
N35112	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N9964	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N17841	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N19162	
N35989	
N56260	mexico, mexican, mormon, massacre, cartel, ambush, family, drug, northern mexico, children
N44987	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N64379	hockey, canada, leafs, cherry, maple leafs, blackhawks, goals, toronto, maple, nhl
N53960	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N62052	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N35233	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
N57806	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N58259	hockey, canada, leafs, cherry, maple leafs, blackhawks, goals, toronto, maple, nhl
N25164	ufc, fight, mma, moscow, heavyweight, title, vs, fight night, ufc moscow, bellator
N55704	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N23274	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N26312	
N43016	
N28445	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N49	prince, royal, harry, meghan, prince harry, kate, markle, meghan markle, queen, duchess
N38979	closing, restaurant, kmart, close, stores, closed, sears, closes, store, doors
N28966	
N50223	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N47697	
N37918	shark, fish, whale, alligator, florida, baby shark, snake, python, sharks, beach
N57230	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N54710	
N46629	
N41190	
N38990	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
N2984	
N64288	
N47923	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N1141	
N21490	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N24985	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N30550	
N42379	
N18092	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N26052	
N15361	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N11887	
N25938	
N8785	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N26388	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N913	
N58773	woods, tiger, tiger woods, zozo, presidents cup, zozo championship, pga, pga tour, presidents, cup
N45599	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N13004	
N11964	
N51417	
N64009	
N64184	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N48657	
N4130	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N32303	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N13146	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N35042	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N30805	
N41378	
N40800	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N49067	
N6805	
N42377	falcons, saints, falcons vs, atlanta, atlanta falcons, vs saints, crows nest, links buccaneers, web links, eagles
N24062	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N39925	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N33715	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N3357	
N12715	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N6159	
N35202	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N39920	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N45642	apartments, curious far, far dollar, dollar goes, heres get, apartments rent, curious, photos amenities, point photos, price point
N51563	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
N38779	deer, hunters, cows, hunting, cow, michigan, hunting season, hunts, moose, gus
N49192	
N5150	
N24170	music, awards, country, country music, cma, cma awards, tour, band, carrie, underwood
N35148	
N40567	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N28254	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N57672	
N4218	cancer, flu, health, breast, breast cancer, patients, lung, disease, medical, vaping
N58634	
N24923	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N39615	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N32932	
N58250	music, awards, country, country music, cma, cma awards, tour, band, carrie, underwood
N56667	
N32071	
N21388	
N56531	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N13467	
N62776	
N10791	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N32337	
N13078	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N3991	
N15144	
N30176	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N3634	texas, texans, oklahoma, kansas, longhorns, houston, state, baylor, oklahoma state, kansas state
N16148	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
N59632	
N36984	
N9408	steelers, pittsburgh steelers, browns, pittsburgh, week, rams, cleveland, steelers vs, vs, vs browns
N32761	
N625	new, million, home, city, project, plan, homes, transportation, housing, building
N41150	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N59343	
N7881	christmas, tree, christmas tree, holiday, rockefeller, rockefeller center, center christmas, holiday season, holidays, lights
N8703	
N5448	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N37179	syria, turkey, turkish, syrian, erdogan, kurdish, kurds, forces, us, president
N37729	
N57229	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N21355	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
N28263	
N14011	
N1874	shark, fish, whale, alligator, florida, baby shark, snake, python, sharks, beach
N46396	
N6709	
N37057	vikings, minnesota vikings, minnesota, cousins, cowboys, kirk cousins, kirk, eagles, chiefs, sunday
N25680	
N30031	
N49939	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N27363	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N24711	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N32736	bus, school bus, school, bus driver, driver, crash, students, sinkhole, injured, student
N32680	
N22330	school, teachers, board, schools, school board, students, teacher, education, district, county
N59562	
N40916	berlin, berlin wall, wall, germany, german, fall berlin, north pole, cold war, pole, years
N8926	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N52219	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N2266	
N19310	
N55067	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N55424	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N56117	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N26417	
N23665	football, college football, college, school football, week, high school, playoff, high, school, playoffs
N34778	
N10637	closing, restaurant, kmart, close, stores, closed, sears, closes, store, doors
N46721	
N49071	resigns, chief, resigned, superintendent, police, johnson, retirement, beck, interim, retiring
N44868	shark, fish, whale, alligator, florida, baby shark, snake, python, sharks, beach
N50904	football, college football, college, school football, week, high school, playoff, high, school, playoffs
N36177	
N60579	
N10103	
N29560	man, police, robbery, robbed, men, armed, jewelry, arrested, store, suspects
N29150	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N24904	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N3693	closing, restaurant, kmart, close, stores, closed, sears, closes, store, doors
N14282	golf, federer, atp, djokovic, finals, tour, lpga, mcilroy, atp finals, pga
N46201	man, wife, murder, police, charged, shooting, death, woman, yearold, killing
N53926	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N61849	
N64640	extension, split, celtics, martin, contract, jaylen, conferences arrowhead, pete, hield, jaylen brown
N52997	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N38742	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
